x, y
591,82.15189
592,82.98039
593,83.12464
594,82.91245
595,82.94106
596,83.22954
597,83.29034
598,83.42743
599,83.90069
600,84.26547
601,84.13553
602,84.19633
603,84.02705
604,84.38826
605,84.42521
606,84.83052
607,84.52415
608,85.01053
609,84.92231
610,85.11782
611,85.7091
612,85.56485
613,85.50406
614,85.7687
615,86.46011
616,86.09653
617,86.23958
618,86.7331
619,86.77125
620,89.77056
621,86.73549
622,88.04679
623,86.92861
624,87.23021
625,87.25166
626,87.25286
627,87.50677
628,87.43405
629,87.88466
630,87.91327
631,87.99791
632,88.16481
633,88.39726
634,88.63211
635,88.67502
636,89.42842
637,89.10894
638,89.2055
639,89.62274
640,89.95771
641,89.78486
642,89.66565
643,89.69426
644,90.37614
645,90.23547
646,90.80648
647,90.86132
648,90.76357
649,90.85298
650,91.06398
651,91.08543
652,91.35246
653,91.54558
654,91.49551
655,91.64214
656,92.06772
657,92.45753
658,92.06533
659,92.61012
660,92.66138
661,92.74125
662,93.0357
663,93.11676
664,93.83678
665,93.55187
666,93.72592
667,94.04659
668,93.85705
669,93.89162
670,94.08951
671,94.59376
672,95.60108
673,94.94662
674,95.06106
675,95.66307
676,95.53671
677,95.21842
678,95.69049
679,95.44134
680,96.277
681,95.86811
682,96.20786
683,96.25077
684,96.74549
685,96.7598
686,96.56191
687,97.47386
688,97.45002
689,97.35823
690,97.14961
691,97.61691
692,97.92805
693,97.92328
694,97.98288
695,98.24991
696,98.54198
697,98.89245
698,98.75655
699,99.08557
700,99.04861
701,99.14041
702,99.1714
703,99.74837
704,100.06309
705,100.31343
706,100.25024
707,100.08693
708,100.28839
709,100.58999
710,100.35992
711,100.65913
712,101.19319
713,101.10497
714,101.36485
715,101.15385
716,101.36485
717,101.88818
718,102.04315
719,102.24223
720,102.1421
721,102.13017
722,102.19216
723,102.66185
724,102.82278
725,103.1816
726,103.13988
727,103.38902
728,103.51181
729,104.14481
730,103.68466
731,104.10786
732,104.25329
733,104.69198
734,104.97689
735,104.90179
736,105.16167
737,105.61347
738,105.04723
739,104.52867
740,104.81238
741,105.05438
742,106.00209
743,106.19521
744,106.72569
745,105.85308
746,105.61109
747,106.42052
748,106.10104
749,106.17733
750,106.44197
751,107.62334
752,107.15842
753,106.77099
754,106.34422
755,106.91166
756,106.97365
757,107.86891
758,107.8546
759,107.4934
760,107.56969
761,107.92017
762,107.42188
763,108.44827
764,107.67817
765,108.09898
766,108.16097
767,109.20882
768,108.62112
769,108.5341
770,108.50906
771,109.08365
772,109.47347
773,109.75957
774,109.73096
775,109.69281
776,109.83825
777,110.78
778,112.6647
779,110.74781
780,111.17816
781,111.01842
782,110.70728
783,111.40704
784,110.89206
785,111.53102
786,111.18531
787,111.9709
788,111.3081
789,112.36787
790,112.47873
791,113.36446
792,113.97243
793,112.86378
794,112.56576
795,113.26194
796,112.65635
797,113.52897
798,113.38949
799,113.64698
800,113.95335
801,114.31456
802,113.83057
803,114.57562
804,114.34317
805,114.66742
806,114.9261
807,114.84861
808,115.7999
809,115.14902
810,114.90703
811,115.67712
812,115.78918
813,115.6354
814,116.29343
815,116.5688
816,116.69397
817,116.4782
818,116.86206
819,116.82391
820,116.961
821,117.21373
822,117.01703
823,117.69533
824,117.55705
825,117.805
826,117.80143
827,118.94822
828,118.06011
829,118.49165
830,118.57867
831,119.09246
832,118.67642
833,119.1783
834,119.21763
835,119.68851
836,119.86256
837,119.86732
838,119.93289
839,119.94243
840,120.02826
841,120.84603
842,120.84603
843,121.032
844,120.66722
845,120.72086
846,121.75798
847,121.39678
848,121.17267
849,121.5446
850,122.09415
851,122.23125
852,122.62106
853,122.92266
854,122.962
855,122.77722
856,122.51616
857,123.08955
858,123.47937
859,123.22664
860,123.37685
861,124.46165
862,124.08257
863,124.15409
864,128.86524
865,125.1924
866,124.4235
867,124.5153
868,124.75133
869,124.80497
870,124.94206
871,125.67282
872,125.59414
873,125.47612
874,125.63348
875,125.62752
876,125.67639
877,126.25575
878,126.7314
879,126.52159
880,126.34516
881,126.69206
882,126.2641
883,126.86729
884,127.73991
885,127.1534
886,127.07949
887,127.1522
888,127.12836
889,127.63977
890,127.63262
891,127.97832
892,128.60298
893,128.1321
894,127.52533
895,127.43115
896,127.93541
897,129.46486
898,128.01051
899,128.48377
900,128.18575
901,128.55887
902,128.91412
903,128.60894
904,128.92842
905,129.37784
906,129.12631
907,129.62937
908,129.52924
909,130.34105
910,130.03588
911,130.63908
912,130.55444
913,130.97286
914,130.79524
915,130.71537
916,131.18505
917,131.21486
918,131.55699
919,132.26986
920,131.36387
921,131.50573
922,132.17211
923,132.44033
924,132.64537
925,132.77054
926,132.94339
927,132.65133
928,132.91359
929,132.95054
930,132.99942
931,133.33917
932,133.3797
933,133.7111
934,134.02581
935,133.92568
936,133.96263
937,133.59189
938,134.14145
939,134.91869
940,134.75776
941,134.87935
942,135.3693
943,135.09393
944,135.64706
945,135.80918
946,135.69236
947,136.15966
948,136.79981
949,136.73067
950,136.93929
951,137.15148
952,137.59017
953,137.35056
954,137.30764
955,137.15267
956,137.62712
957,137.64501
958,138.08012
959,138.0825
960,138.82756
961,138.83352
962,139.08029
963,138.80968
964,139.08982
965,139.26983
966,138.69882
967,139.14824
968,139.07194
969,139.29367
970,139.65011
971,141.08658
972,139.10651
973,139.47248
974,140.25331
975,140.70868
976,140.77902
977,140.84697
978,140.86843
979,141.20102
980,141.12592
981,142.99631
982,142.69829
983,143.21446
984,143.41831
985,143.27526
986,143.49222
987,143.3742
988,143.78667
989,143.9631
990,143.85819
991,144.38629
992,145.4401
993,143.07261
994,142.93313
995,142.7114
996,142.67802
997,143.97025
998,143.7068
999,144.05847
