x,y,z
950,100,4158.596602621588
950,150,5269.440391491064
950,200,6057.596602621588
950,250,6668.93805481269
950,300,7168.440391491065
950,350,7590.763599608979
950,400,7956.59660262159
950,450,8279.28418036054
950,500,8567.93805481269
950,550,8829.057246413817
950,600,9067.440391491065
950,650,9286.731627371522
950,700,9489.763599608978
950,750,9678.781843682165
950,800,9855.59660262159
950,850,10021.688538155984
950,900,10178.28418036054
950,950,10326.41095065096
950,1000,10466.93805481269
950,1050,10600.607388478456
950,1100,10728.057246413817
950,1150,10849.840757173857
950,1200,10966.440391491065
950,1250,11078.27950700379
950,1300,11185.731627371522
950,1350,11289.127969230016
950,1400,11388.763599608978
950,1450,11484.902512368848
975,0,0
975,50,2282.9195070412534
975,100,4231.919507041253
975,150,5372.0114209467865
975,200,6180.919507041253
975,250,6808.357363976724
975,300,7321.011420946788
975,350,7754.454250131526
975,400,8129.919507041257
975,450,8461.103334852323
975,500,8757.357363976724
975,550,9025.351731765346
975,600,9270.01142094679
975,650,9495.076517698242
975,700,9703.454250131526
975,750,9897.449277882257
975,800,10078.919507041257
975,850,10249.384584638166
975,900,10410.103334852323
975,950,10562.130230742805
975,1000,10706.357363976724
975,1050,10843.54616403706
975,1100,10974.351731765346
975,1150,11099.341759396371
975,1200,11219.01142094679
975,1250,11333.79522091219
975,1300,11444.076517698242
975,1350,11550.195248757856
975,1400,11652.454250131526
975,1450,11751.12446654489
1000,0,0
1000,50,2305.3184544129235
1000,100,4304.3184544129235
1000,150,5473.658493354515
1000,200,6303.3184544129235
1000,250,6946.852716092761
1000,300,7472.658493354515
1000,350,7917.220943606075
1000,400,8302.318454412924
1000,450,8641.998532296106
1000,500,8945.85271609276
1000,550,9220.722260068882
1000,600,9471.658493354515
1000,650,9702.497450976965
1000,700,9916.220943606075
1000,750,10115.192755034352
1000,800,10301.318454412924
1000,850,10476.156674072352
1000,900,10640.998532296106
1000,950,10796.92555378665
1000,1000,10944.85271609276
1000,1050,11085.560982547666
1000,1100,11219.722260068882
1000,1150,11347.918804570892
1000,1200,11470.658493354515
1000,1250,11588.386977772598
1000,1300,11701.497450976965
1000,1350,11810.338571237697
1000,1400,11915.220943606075
1000,1450,12016.42246367294
1025,0,0
1025,50,2326.8165254013857
1025,100,4375.816525401386
1025,150,5574.404689379035
1025,200,6424.816525401386
1025,250,7084.447191825593
1025,300,7623.404689379036
1025,350,8079.086760697417
1025,400,8473.816525401387
1025,450,8821.992853356685
1025,500,9133.447191825591
1025,550,9415.191911989208
1025,600,9672.404689379036
1025,650,9909.017507872482
1025,700,10128.086760697417
1025,750,10332.03535580324
1025,800,10522.816525401387
1025,850,10702.027887123331
1025,900,10870.992853356685
1025,950,11030.820000447293
1025,1000,11182.447191825591
1025,1050,11326.674924675066
1025,1100,11464.191911989208
1025,1150,11595.594973362207
1025,1200,11721.404689379036
1025,1250,11842.077858249795
1025,1300,11958.017507872482
1025,1350,12069.581017334334
1025,1400,12177.086760697417
1025,1450,12280.819584417783
1050,0,0
1050,50,2347.435675543433
1050,100,4446.435675543433
1050,150,5674.27196455714
1050,200,6545.435675543433
1050,250,7221.162746712005
1050,300,7773.2719645571415
1050,350,8240.073656942346
1050,400,8644.435675543435
1050,450,9001.108253570848
1050,500,9320.162746712005
1050,550,9608.782643063121
1050,600,9872.271964557141
1050,650,10114.658643921583
1050,700,10339.073656942346
1050,750,10547.999035725712
1050,800,10743.435675543435
1050,850,10927.020179327897
1050,900,11100.108253570848
1050,950,11263.835526261519
1050,1000,11419.162746712005
1050,1050,11566.909945956053
1050,1100,11707.782643063121
1050,1150,11842.392221307102
1050,1200,11971.271964557141
1050,1250,12094.88981788058
1050,1300,12213.658643921583
1050,1350,12327.944542584555
1050,1400,12438.073656942346
1050,1450,12544.337784316205
1075,0,0
1075,50,2367.196815568821
1075,100,4516.196815568821
1075,150,5773.281229618586
1075,200,6665.196815568821
1075,250,7357.0202914817655
1075,300,7922.281229618589
1075,350,8400.202543070614
1075,400,8814.196815568825
1075,450,9179.365643668354
1075,500,9506.020291481766
1075,550,9801.515364020373
1075,600,10071.28122961859
1075,650,10319.44176985403
1075,700,10549.202543070614
1075,750,10763.10470553153
1075,800,10963.196815568825
1075,850,11151.154461415803
1075,900,11328.365643668354
1075,950,11495.993041959087
1075,1000,11655.020291481766
1075,1050,11806.28695712038
1075,1100,11950.515364020373
1075,1150,12088.331459135343
1075,1200,12220.28122961859
1075,1250,12346.843767394703
1075,1300,12468.44176985403
1075,1350,12585.450057718115
1075,1400,12698.202543070614
1075,1450,12806.997974097974
1100,0,0
1100,50,2386.119884252983
1100,100,4585.119884252983
1100,150,5871.452423338806
1100,200,6784.119884252983
1100,250,7492.039764910294
1100,300,8070.452423338806
1100,350,8559.493357857655
1100,400,8983.119884252987
1100,450,9356.784962424628
1100,500,9691.039764910294
1100,550,9993.410013636401
1100,600,10269.452423338806
1100,650,10523.386824445244
1100,700,10758.493357857655
1100,750,10977.372303996117
1100,800,11182.119884252987
1100,850,11374.45067216248
1100,900,11555.784962424628
1100,950,11727.312486315428
1100,1000,11890.039764910294
1100,1050,12044.825896943477
1100,1100,12192.410013636401
1100,1150,12333.432625622356
1100,1200,12468.452423338806
1100,1250,12597.959645567602
1100,1300,12722.386824445244
1100,1350,12842.11750151045
1100,1400,12957.493357857655
1100,1450,13068.820092538512
1125,0,0
1125,50,2404.2239146498014
1125,100,4653.223914649801
1125,150,5968.804578771682
1125,200,6902.223914649803
1125,250,7626.240200051481
1125,300,8217.804578771684
1125,350,8717.965134357353
1125,400,9151.223914649803
1125,450,9533.385242893564
1125,500,9875.240200051481
1125,550,10184.485624965084
1125,600,10466.804578771684
1125,650,10726.512840749117
1125,700,10966.965134357353
1125,750,11190.820864173362
1125,800,11400.223914649803
1125,850,11596.927844621816
1125,900,11782.385242893564
1125,950,11957.812892384427
1125,1000,12124.240200051481
1125,1050,12282.545798479234
1125,1100,12433.485624965084
1125,1150,12577.714753822023
1125,1200,12715.804578771684
1125,1250,12848.256485453156
1125,1300,12975.512840749117
1125,1350,13097.965907015445
1125,1400,13215.965134357353
1125,1450,13329.823172691711
1150,0,0
1150,50,2421.5270944397616
1150,100,4720.527094439762
1150,150,6065.355883597698
1150,200,7019.52709443976
1150,250,7759.639784585808
1150,300,8364.355883597702
1150,350,8875.636060250195
1150,400,9318.527094439763
1150,450,9709.18467275564
1150,500,10058.639784585808
1150,550,10374.760385686906
1150,600,10663.355883597702
1150,650,10928.83800644613
1150,700,11174.636060250195
1150,750,11403.468573743747
1150,800,11617.527094439763
1150,850,11818.604166474292
1150,900,12008.18467275564
1150,950,12187.512447846566
1150,1000,12357.639784585808
1150,1050,12519.464849408134
1150,1100,12673.760385686906
1150,1150,12821.196031414835
1150,1200,12962.355883597702
1150,1250,13097.752474731853
1150,1300,13227.83800644613
1150,1350,13353.013461913579
1150,1400,13473.636060250195
1150,1450,13590.02540223805
1175,0,0
1175,50,2438.046821032847
1175,100,4787.046821032847
1175,150,6161.123735226844
1175,200,7136.046821032847
1175,250,7892.255915923262
1175,300,8510.123735226847
1175,350,9032.523532946161
1175,400,9485.04682103285
1175,450,9884.20064942084
1175,500,10241.255915923262
1175,550,10564.25169321186
1175,600,10859.123735226847
1175,650,11130.379718946271
1175,700,11381.523532946161
1175,750,11615.332830117259
1175,800,11834.04682103285
1175,850,12039.497035129898
1175,900,12233.20064942084
1175,950,12416.428550111832
1175,1000,12590.255915923262
1175,1050,12755.600447140157
1175,1100,12913.25169321186
1175,1150,13063.893855810773
1175,1200,13208.123735226847
1175,1250,13346.465010813674
1175,1300,13479.379718946271
1175,1350,13607.277563614836
1175,1400,13730.523532946161
1175,1450,13849.444178587513
1200,0,0
1200,50,2453.79975198401
1200,100,4852.79975198401
1200,150,6256.124791214064
1200,200,7251.79975198401
1200,250,8024.105251618792
1200,300,8655.124791214064
1200,350,9188.644210000202
1200,400,9650.799751984014
1200,450,10058.449830444119
1200,500,10423.105251618792
1200,550,10752.976205094885
1200,600,11054.124791214064
1200,650,11331.15463580449
1200,700,11587.644210000202
1200,750,11826.430290848846
1200,800,12049.799751984014
1200,850,12259.623108143576
1200,900,12457.449830444119
1200,950,12644.577856735174
1200,1000,12822.105251618792
1200,1050,12990.969249230257
1200,1100,13151.976205094885
1200,1150,13305.824884564783
1200,1200,13453.124791214064
1200,1250,13594.410751253574
1200,1300,13730.15463580449
1200,1350,13860.774869674173
1200,1400,13986.644210000202
1200,1450,14108.096159295055
1225,0,0
1225,50,2468.801851209244
1225,100,4917.801851209244
1225,150,6350.3750154753525
1225,200,7366.801851209244
1225,250,8155.203755588393
1225,300,8799.375015475356
1225,350,9344.014055328318
1225,400,9815.801851209244
1225,450,10231.948179741468
1225,500,10604.203755588393
1225,550,10940.949885251985
1225,600,11248.375015475356
1225,650,11531.178720936778
1225,700,11793.014055328318
1225,750,12036.776919854505
1225,800,12264.801851209244
1225,850,12478.998349431326
1225,900,12680.948179741468
1225,950,12871.976331632586
1225,1000,13053.203755588393
1225,1050,13225.587219594427
1225,1100,13389.949885251985
1225,1150,13547.005081592868
1225,1200,13697.375015475356
1225,1250,13841.605659967545
1225,1300,13980.178720936778
1225,1350,14113.52134400758
1225,1400,14242.014055328318
1225,1450,14365.997308276668
1250,0,0
1250,50,2483.0684314306764
1250,100,4982.068431430678
1250,150,6443.889720732845
1250,200,7481.068431430678
1250,250,8285.566740554197
1250,300,8942.889720732848
1250,350,9498.64838165263
1250,400,9980.068431430678
1250,450,10404.711010035018
1250,500,10784.566740554197
1250,550,11128.188046405281
1250,600,11441.889720732848
1250,650,11730.467287065265
1250,700,11997.64838165263
1250,750,12246.388029856364
1250,800,12479.068431430678
1250,850,12697.638071715275
1250,900,12903.711010035018
1250,950,13098.639287526199
1250,1000,13283.566740554197
1250,1050,13459.4696709548
1250,1100,13627.188046405281
1250,1150,13787.449759617153
1250,1200,13940.889720732848
1250,1250,14088.065049677713
1250,1300,14229.467287065265
1250,1350,14365.532299337185
1250,1400,14496.64838165263
1250,1450,14623.162938254478
1275,0,0
1275,50,2496.614193227595
1275,100,5045.614193227593
1275,150,6536.683607565821
1275,200,7594.614193227593
1275,250,8415.208907095483
1275,300,9085.683607565825
1275,350,9652.561889552428
1275,400,10143.614193227597
1275,450,10576.75302190405
1275,500,10964.208907095483
1275,550,11314.705389134066
1275,600,11634.683607565825
1275,650,11929.035034769237
1275,700,12201.561889552428
1275,750,12455.278321433707
1275,800,12692.614193227597
1275,850,12915.55697557471
1275,900,13125.75302190405
1275,950,13324.581424995296
1275,1000,13513.208907095483
1275,1050,13692.631303890656
1275,1100,13863.705389134066
1275,1150,14027.17361921692
1275,1200,14183.683607565825
1275,1250,14333.803620963368
1275,1300,14478.035034769237
1275,1350,14616.822436242277
1275,1400,14750.561889552428
1275,1450,14879.607749807776
1300,0,0
1300,50,2509.4532610260303
1300,100,5108.45326102603
1300,150,6628.770800400316
1300,200,7707.45326102603
1300,250,8544.144379638286
1300,300,9227.770800400316
1300,350,9805.768703453743
1300,400,10306.453261026034
1300,450,10748.088339774602
1300,500,11143.144379638286
1300,550,11500.516037864365
1300,600,11826.770800400316
1300,650,12126.896088474727
1300,700,12404.768703453743
1300,750,12663.461919012572
1300,800,12905.453261026034
1300,850,13132.769185435665
1300,900,13347.088339774602
1300,950,13549.816868465912
1300,1000,13742.144379638286
1300,1050,13925.086242828029
1300,1100,14099.516037864365
1300,1150,14266.190784818207
1300,1200,14425.770800400316
1300,1250,14578.835498250539
1300,1300,14725.896088474727
1300,1350,14867.405879148888
1300,1400,15003.768703453743
1300,1450,15135.345867362588
1325,0,0
1325,50,2521.5992163211577
1325,100,5170.599216321158
1325,150,6720.164880731498
1325,200,7819.599216321158
1325,250,8672.38673967778
1325,300,9369.164880731501
1325,350,9958.282404851752
1325,400,10468.599216321158
1325,450,10918.730545141845
1325,500,11321.38673967778
1325,550,11685.633574091358
1325,600,12018.164880731501
1325,650,12324.064029676907
1325,700,12607.282404851752
1325,750,12870.952404088124
1325,800,13117.599216321158
1325,850,13349.288282793308
1325,900,13567.730545141845
1325,950,13774.359199433215
1325,1000,13970.38673967778
1325,1050,14156.848069262092
1325,1100,14334.633574091358
1325,1150,14504.514837916186
1325,1200,14667.164880731501
1325,1250,14823.174263034403
1325,1300,14973.064029676907
1325,1350,15117.296209552185
1325,1400,15256.282404851752
1325,1450,15390.390872414095
1350,0,0
1350,50,2533.065128393482
1350,100,5232.065128393484
1350,150,6810.878917839882
1350,200,7931.065128393484
1350,250,8799.949056494474
1350,300,9509.878917839886
1350,350,10110.116063026957
1350,400,10630.065128393484
1350,450,11088.692707286284
1350,500,11498.949056494474
1350,550,11870.071067095547
1350,600,12208.878917839886
1350,650,12520.55192765629
1350,700,12809.116063026957
1350,750,13077.762845940875
1350,800,13329.065128393484
1350,850,13565.12733692815
1350,900,13787.692707286284
1350,950,13998.22148717772
1350,1000,14197.949056494474
1350,1050,14387.929852473359
1350,1100,14569.071067095547
1350,1150,14742.15884779136
1350,1200,14907.878917839886
1350,1250,15066.832984595463
1350,1300,15219.55192765629
1350,1350,15366.506496732685
1350,1400,15508.116063026957
1350,1450,15644.7558342428
1375,0,0
1375,50,2543.863582750768
1375,100,5292.863582750766
1375,150,6900.9254972332255
1375,200,8041.863582750766
1375,250,8926.843915596126
1375,300,9649.92549723323
1375,350,10261.28226348712
1375,400,10790.86358275077
1375,450,11257.987411715685
1375,500,11675.843915596126
1375,550,12053.841102384698
1375,600,12398.92549723323
1375,650,12716.372367920629
1375,700,13010.28226348712
1375,750,13283.905830078585
1375,800,13539.86358275077
1375,850,13780.29893334795
1375,900,14006.987411715685
1375,950,14221.416317207184
1375,1000,14424.843915596126
1375,1050,14618.34417796958
1375,1100,14802.841102384698
1375,1150,14979.135399951496
1375,1200,15147.92549723323
1375,1250,15309.824248441486
1375,1300,15465.372367920629
1375,1350,15615.049326198145
1375,1400,15759.28226348712
1375,1450,15898.453338356461
1400,0,0
1400,50,2554.00670750236
1400,100,5353.00670750236
1400,150,6990.316747020877
1400,200,8152.00670750236
1400,250,9053.083445092087
1400,300,9789.316747020877
1400,350,10411.793134341597
1400,400,10951.006707502363
1400,450,11426.626786539395
1400,500,11852.083445092087
1400,550,12236.955808068155
1400,600,12588.316747020877
1400,650,12911.537478579276
1400,700,13210.793134341597
1400,750,13489.393484610604
1400,800,13750.006707502363
1400,850,13994.81520016206
1400,900,14225.626786539395
1400,950,14443.955817630957
1400,1000,14651.083445092087
1400,1050,14848.10317386011
1400,1100,15035.955808068155
1400,1150,15215.45662250594
1400,1200,15387.316747020877
1400,1250,15552.160182681813
1400,1300,15710.537478579276
1400,1350,15862.936826057909
1400,1400,16009.793134341597
1400,1450,16151.495512864434
1425,0,0
1425,50,2563.506197850511
1425,100,5412.506197850511
1425,150,7079.064362405083
1425,200,8261.506197850511
1425,250,9178.679340184608
1425,300,9928.064362405086
1425,350,10561.660370792626
1425,400,11110.506197850511
1425,450,11594.622526959662
1425,500,12027.679340184608
1425,550,12419.426879348171
1425,600,12777.064362405086
1425,650,13106.05895483448
1425,700,13410.660370792626
1425,750,13694.23750473918
1425,800,13959.506197850511
1425,850,14208.68783257273
1425,900,14443.622526959662
1425,950,14665.851683651286
1425,1000,14876.679340184608
1425,1050,15077.218535347198
1425,1100,15268.426879348171
1425,1150,15451.13421065694
1425,1200,15626.064362405086
1425,1250,15793.852482518701
1425,1300,15955.05895483448
1425,1350,16110.180691514233
1425,1400,16259.660370792626
1425,1450,16403.89405296896
1450,0,0
1450,50,2572.373338863694
1450,100,5471.373338863696
1450,150,7167.179628454325
1450,200,8370.373338863696
1450,250,9303.64288594216
1450,300,10066.179628454329
1450,350,10710.895257908689
1450,400,11269.373338863696
1450,450,11761.985918044958
1450,500,12202.64288594216
1450,550,12601.265601293218
1450,600,12965.179628454329
1450,650,13299.948081754717
1450,700,13609.895257908689
1450,750,13898.449175532789
1450,800,14168.373338863696
1450,850,14421.92811564843
1450,900,14660.985918044958
1450,950,14887.11520033665
1450,1000,15101.64288594216
1450,1050,15305.701547499322
1450,1100,15500.265601293218
1450,1150,15686.179449472975
1450,1200,15864.179628454329
1450,1250,16034.91243302062
1450,1300,16198.948081754717
1450,1350,16356.792207635592
1450,1400,16508.89525790869
1450,1450,16655.660243738523
1475,0,0
1475,50,2580.6190266800895
1475,100,5529.6190266800895
1475,150,7254.673441306781
1475,200,8478.61902668009
1475,250,9427.984978502924
1475,300,10203.67344130678
1475,350,10859.508691827965
1475,400,11427.619026680093
1475,450,11928.727855933472
1475,500,12376.984978502924
1475,550,12782.482870041482
1475,600,13152.67344130678
1475,650,13493.215755478172
1475,700,13808.508691827965
1475,750,14102.039393129611
1475,800,14376.619026680093
1475,850,14634.546945527343
1475,900,14877.727855933472
1475,950,15107.757263825226
1475,1000,15325.984978502924
1475,1050,15533.563106454656
1475,1100,15731.482870041482
1475,1150,15920.603235092223
1475,1200,16101.67344130678
1475,1250,16275.350930325754
1475,1300,16442.215755478173
1475,1350,16602.782270560157
1475,1400,16757.508691827963
1475,1450,16906.804981311303
