x,y,z
1275,1200,2504.392
1275,1250,2624.947
1275,1300,2740.774
1275,1350,2852.228
1275,1400,2959.629
1275,1450,3063.261
1300,0,0
1300,50,97.563
1300,100,201.77
1300,150,305.349
1300,200,411.183
1300,250,493.275
1300,300,618.926
1300,350,732.569
1300,400,831.011
1300,450,917.842
1300,500,995.516
1300,550,1118.663
1300,600,1247.082
1300,650,1365.215
1300,700,1474.589
1300,750,1576.414
1300,800,1671.665
1300,850,1761.139
1300,900,1845.498
1300,950,1925.295
1300,1000,2000.997
1300,1050,2110.047
1300,1100,2247.43
1300,1150,2378.705
1300,1200,2504.392
1300,1250,2624.947
1300,1300,2740.774
1300,1350,2852.228
1300,1400,2959.629
1300,1450,3063.261
1325,0,0
1325,50,97.563
1325,100,201.77
1325,150,305.349
1325,200,411.183
1325,250,493.275
1325,300,618.926
1325,350,732.569
1325,400,831.011
1325,450,917.842
1325,500,995.516
1325,550,1118.663
1325,600,1247.082
1325,650,1365.215
1325,700,1474.589
1325,750,1576.414
1325,800,1671.665
1325,850,1761.139
1325,900,1845.498
1325,950,1925.295
1325,1000,2000.997
1325,1050,2110.047
1325,1100,2247.43
1325,1150,2378.705
1325,1200,2504.392
1325,1250,2624.947
1325,1300,2740.774
1325,1350,2852.228
1325,1400,2959.629
1325,1450,3063.261
1350,0,0
1350,50,97.563
1350,100,201.77
1350,150,305.349
1350,200,411.183
1350,250,493.275
1350,300,618.926
1350,350,732.569
1350,400,831.011
1350,450,917.842
1350,500,995.516
1350,550,1118.663
1350,600,1247.082
1350,650,1365.215
1350,700,1474.589
1350,750,1576.414
1350,800,1671.665
1350,850,1761.139
1350,900,1845.498
1350,950,1925.295
1350,1000,2000.997
1350,1050,2110.047
1350,1100,2247.43
1350,1150,2378.705
1350,1200,2504.392
1350,1250,2624.947
1350,1300,2740.774
1350,1350,2852.228
1350,1400,2959.629
1350,1450,3063.261
1375,0,0
1375,50,97.563
1375,100,201.77
1375,150,305.349
1375,200,411.183
1375,250,493.275
1375,300,618.926
1375,350,732.569
1375,400,831.011
1375,450,917.842
1375,500,995.516
1375,550,1118.663
1375,600,1247.082
1375,650,1365.215
1375,700,1474.589
1375,750,1576.414
1375,800,1671.665
1375,850,1761.139
1375,900,1845.498
1375,950,1925.295
1375,1000,2000.997
1375,1050,2110.047
1375,1100,2247.43
1375,1150,2378.705
1375,1200,2504.392
1375,1250,2624.947
1375,1300,2740.774
1375,1350,2852.228
1375,1400,2959.629
1375,1450,3063.261
1400,0,0
1400,50,97.563
1400,100,201.77
1400,150,305.349
1400,200,411.183
1400,250,493.275
1400,300,618.926
1400,350,732.569
1400,400,831.011
1400,450,917.842
1400,500,995.516
1400,550,1118.663
1400,600,1247.082
1400,650,1365.215
1400,700,1474.589
1400,750,1576.414
1400,800,1671.665
1400,850,1761.139
1400,900,1845.498
1400,950,1925.295
1400,1000,2000.997
1400,1050,2110.047
1400,1100,2247.43
1400,1150,2378.705
1400,1200,2504.392
1400,1250,2624.947
1400,1300,2740.774
1400,1350,2852.228
1400,1400,2959.629
1400,1450,3063.261
1425,0,0
1425,50,97.563
1425,100,201.77
1425,150,305.349
1425,200,411.183
1425,250,493.275
1425,300,618.926
1425,350,732.569
1425,400,831.011
1425,450,917.842
1425,500,995.516
1425,550,1118.663
1425,600,1247.082
1425,650,1365.215
1425,700,1474.589
1425,750,1576.414
1425,800,1671.665
1425,850,1761.139
1425,900,1845.498
1425,950,1925.295
1425,1000,2000.997
1425,1050,2110.047
1425,1100,2247.43
1425,1150,2378.705
1425,1200,2504.392
1425,1250,2624.947
1425,1300,2740.774
1425,1350,2852.228
1425,1400,2959.629
1425,1450,3063.261
1450,0,0
1450,50,97.563
1450,100,201.77
1450,150,305.349
1450,200,411.183
1450,250,493.275
1450,300,618.926
1450,350,732.569
1450,400,831.011
1450,450,917.842
1450,500,995.516
1450,550,1118.663
1450,600,1247.082
1450,650,1365.215
1450,700,1474.589
1450,750,1576.414
1450,800,1671.665
1450,850,1761.139
1450,900,1845.498
1450,950,1925.295
1450,1000,2000.997
1450,1050,2110.047
1450,1100,2247.43
1450,1150,2378.705
1450,1200,2504.392
1450,1250,2624.947
1450,1300,2740.774
1450,1350,2852.228
1450,1400,2959.629
1450,1450,3063.261
1475,0,0
1475,50,97.563
1475,100,201.77
1475,150,305.349
1475,200,411.183
1475,250,493.275
1475,300,618.926
1475,350,732.569
1475,400,831.011
1475,450,917.842
1475,500,995.516
1475,550,1118.663
1475,600,1247.082
1475,650,1365.215
1475,700,1474.589
1475,750,1576.414
1475,800,1671.665
1475,850,1761.139
1475,900,1845.498
1475,950,1925.295
1475,1000,2000.997
1475,1050,2110.047
1475,1100,2247.43
1475,1150,2378.705
1475,1200,2504.392
1475,1250,2624.947
1475,1300,2740.774
1475,1350,2852.228
1475,1400,2959.629
1475,1450,3063.261
